TABLE_NAME;TABLE_ALIAS;COLUMN_NAME;COLUMN_LABEL;COLUMN_DESC
AGMT_ASSET;AST;SCURTS_ISSU_CTRY_CD;#N/A;#N/A
AGMT_ASSET;AST;SCURTS_MATURTY_DT;#N/A;#N/A
AGMT_ASSET;AST;SCURTS_OWND_QTY;#N/A;#N/A
AGMT_ASSET;AST;SCURTY_LQDTN_PRD_CD;#N/A;#N/A
AGMT_ASSET;AST;STK_EXCH_CTRY_CD;#N/A;#N/A
AGMT_ASSET;AST;STRT_YR_NUM;#N/A;#N/A
AGMT_ASSET;AST;AGMT_ASSET_LEAS_PRCH_LKLHOOD_CD;Achat en fin de contrat du bien loué;Achat en fin de contrat du bien loué
AGMT_ASSET;AST;ASSET_MKT_VAL_AMT;Valeur marché bien immobilier - dernière evaluation;Valeur de marché du bien financé ou loué à la date dévaluation
AGMT_ASSET;AST;ASSET_MKT_VAL_CURY_CD;Devise montant du bien immobilier revalorisé;Devise de la valeur de marché du bien financé ou loué à la date dévaluation (LC.0005)
AGMT_ASSET;AST;ASSET_MKT_VAL_EURO_AMT;Montant Bien immobilier revalorisé (euro);Montant du bien immobilier revalorisé,  contravalorisé en euro
AGMT_ASSET;AST;ASSET_MORTG_VAL_AMT;Valeur hypothécaire bien - date evaluation;Valeur hypothécaire du bien financé ou loué à la date dévaluation
AGMT_ASSET;AST;ASSET_MORTG_VAL_CURY_CD;Devise valeur hypothécaire bien;Devise de la valeur hypothécaire du bien financé ou loué à la date dévaluation (LC.0005)
AGMT_ASSET;AST;ASSET_MORTG_VAL_EURO_AMT;Valeur hypothécaire du bien immobilier loué (euro);Valeur hypothécaire du bien immobilier loué à la date dévaluation, contravalorisé en euro
AGMT_ASSET;AST;ASSET_RVW_DT;Date revalorisation bien;Date de revalorisation du bien financé ou loué
AGMT_ASSET;AST;FUNDD_ASSET_CD;Bien financé;"Destination des fonds, description de la nature du bien financé. Par exemple un terrain à vocation agricole, un logement principal individuel ou secondaire, etc.
Cette donnée doit permettre de décrire les objets financés dans le domaine crédit."
AGMT_ASSET;AST;GRNTNG_ASSET_VAL_AMT;Montant bien a octroi;Montant initial du bien financé / loué
AGMT_ASSET;AST;GRNTNG_ASSET_VAL_CURY_CD;Devise montant bien a octroi;Devide du Montant initial du bien financé / loué
AGMT_ASSET;AST;GRNTNG_ASSET_VAL_EURO_AMT;Montant  du bien à l'octroi (euro);Non renseigné
AGMT_ASSET;AST;LAST_ASESMT_ASSET_MKT_VAL_AMT;Valeur de marché du bien;Valeur de marché du bien financé ou loué à la date d'évaluation
AGMT_ASSET;AST;LAST_ASESMT_ASSET_MKT_VAL_CURY_CD;Devise Actif à la date d'évaluation;Devise de la valeur de marché du bien financé ou loué à la date d'évaluation
AGMT_ASSET;AST;LAST_ASESMT_ASSET_MKT_VAL_EURO_AMT;Valeur Marché de l'actif à dernière date d'évaluation (euro);Non renseigné
AGMT_ASSET;AST;LEGL_CMPLI_IND;Respect des conditions réglementaires;Respect des conditions réglementaires
AGMT;AG;ACCNTG_DVISN_CD;Centre comptable;"Permet d'identifier le service gestionnaire du contract.
Cette notion ne s'applique pour les Caisses régionales"
AGMT;AG;ACCNTG_RECNCLN_VAL;Zone libre appariement comptable;Zone libre d'appariement comptable
AGMT;AG;ACCNTG_RESPONSABL_CTR_CD;Zone réservé CASA;"Obligatoire si entité porteuse de risques (C1 0.2) = '00018'
Zone exploitée uniquement par les entités déclarant les risques portés par Crédit Agricole S.A.
Numéro du Centre de Responsabilité comptable (CRC) sur 2 caractères. Décomposition comptable du Siège en Activités (comptabilités auxiliaires). Permet de gérer les opérations pour compte propre CAsa. 
La valeur doit être connue du langage commun LC.72 'Liste des numéros de CRC'."
AGMT;AG;ACLRTN_DT;Date déchéance terme;Date à laquelle la banque met fin au contrat et exige le remboursement total du crédit (impayés + échéances à venir + frais + Intérêt)
AGMT;AG;AGMT_GRNLT_CD;Granularité contrat;"Permet de qualifier le niveau de granularité du contrat
Valeurs possibles : contrat granulaire (G), contrat agrégat (A)"
AGMT;AG;AGMT_INIT_CURY_CD;Devise d'origine du contrat;Devise de montant du contrat à l'origine (LC.0005)
AGMT;AG;AGMT_OPN_DT;Date ouverture contrat;"Date contractuelle de début d'engagement
Il peut s'agir, par exemple, de la date d'octroi du crédit (date de début  de validité de la ligne d'autorisation octroyée - date à l'origine) ou de la date de début d'effet de la sûreté"
AGMT;AG;AGMT_ORIGNL_AMT;Montant origine contrat;Montant global initial
AGMT;AG;AGMT_ORIGNL_AMT_COA_CD;PCCO montant origine contrat;Numéro du poste comptable PCCO correspondant au montant déclaré ci-dessus
AGMT;AG;AGMT_ORIGNL_AMT_CURY_CD;Devise Montant contrat à l'origine;Devise de montant du contrat à lorigine
AGMT;AG;AGMT_ORIGNL_EURO_AMT;Montant origine contrat (euro);Non renseigné
AGMT;AG;AGMT_SBTYPE_CD;Sous-type contrat;"Permet d'identifier le sous-type du contrat
S'il y a lieu, à chaque sous-type correspond une table fille ans le modèle de données de la Zone de Partage
Ex : Exposition (E), Réduction du risque (R)"
AGMT;AG;AGMT_SIGND_DT;Date signature contrat;Date de signature du contrat entre les partis
AGMT;AG;AGMT_STS_CD;Etat du contrat;Indique si le contrat est douteux ou non
AGMT;AG;ALM_PROD_CD;Produit;Code produit
AGMT;AG;AMRTZN_STGE_INT_PMT_MODALITY_CD;Modalité de paiement des intérêts pendant la phase d'amortissement;Indique si les intérêts sont payés directement ou ajoutés au capital lors de la phase d'amortissement
AGMT;AG;APLCTN_CD;Application source;Non renseigné
AGMT;AG;ASSET_MOBILISATION_CD;Mobilisation actif;Permet d'identifier si l'actif est mobilisé, mobilisable ou non mobilisable
AGMT;AG;ASSOCD_AGMT_NUM;Référence du contrat adossé;Dans le cas d'une opérations pour compte de la clientèle, compléter la référence contrat adossé. Dans le cas d'une opérations pour compte propre, laisser vide.
AGMT;AG;BORWG_LEG_FIXG_LAST_DT;Date dernier fixing - Jambe empr.;Non renseigné
AGMT;AG;BORWG_LEG_FIXG_NXT_DT;Prochaine date de fixing - Jambe emprunteuse;Non renseigné
AGMT;AG;BORWG_LEG_INT_CALCN_CNVTN_DY_CD;Code Convention jour de calcul intérêts - Jambe empr.;Non renseigné
AGMT;AG;BORWG_LEG_INT_CPTLZN_NXT_DT;Prochaine date de paiement/capitalisation intérêts - Jambe empr.;Non renseigné
AGMT;AG;BORWG_LEG_INT_PMT_CNVTN_DY_CD;Code Convention jour de paiement intérêts - Jambe empr.;Non renseigné
AGMT;AG;BORWG_LEG_INT_PMT_MODALITY_CD;Code Modalité paiement intérêts - Jambe empr.;Non renseigné
AGMT;AG;BORWG_LEG_NMNL_RATE;Taux nominal - Jambe emprunteuse;Non renseigné
AGMT;AG;BORWG_LEG_NXT_PRD_RATE_INDX_VAL;Valeur index prochaine période - Jambe empr.;Non renseigné
AGMT;AG;BUSN_LN_2_CD;Découpage Métier 2;Non renseigné
AGMT;AG;BUSN_LN_3_CD;Découpage Métier 3;PEMP 115
AGMT;AG;BUSN_LN_4_CD;Découpage Métier 4;Non renseigné
AGMT;AG;BUSN_LN_CD;Ligne Métier;Classification de l'opération selon la ligne Métier.
AGMT;AG;CCF_IFRS9_METHDGY_CD;Méthode ifrs9 - CCF;Clé d'appariemment avec les courbes de CCF du référentiel ifrs9
AGMT;AG;CLASFCN_PTFOL_CD;Intention de gestion;Permet de connaître le portefeuille de classification en normes internationales
AGMT;AG;CNTRPRT_RSULT_DVISN_CD;Centre de résultat Contrepartie;Rubrique permetant de disposer d'une structure analytique CAsa
AGMT;AG;DATA_RSRVD_LOCL;Zone réservée locale;Zone réservée locale
AGMT;AG;DAYS_INIT_DURTN_NUM;Durée initiale du contrat en jours;Non renseigné
AGMT;AG;DURTN_NUM;Durée totale du prêt (en mois);"Durée réelle du prêt à date BDF (PR27)
Durée théorique du prêt après modification de la durée initiale. Cette durée est exprimée en mois.
S'il n'y a pas eu de modification (réaménagement÷) la valeur est identique à celle de la rubrique durée initiale du prêt.
La durée de la période danticipation est également prise en compte dans cette rubrique.
A loctroi du crédit, la rubrique est renseignée en intégrant la durée maximum de la phase danticipation.
Une fois la phase danticipation terminée, la rubrique est modifiée et correspond à la durée damortissement du crédit, la durée réelle danticipation nest pas ajoutée."
AGMT;AG;EARLY_RPMT_DT;Date de remboursement anticipé la plus proche à venir;Non renseigné
AGMT;AG;EARLY_RPMT_NATR_CD;Nature de remboursement anticipé;Précise la nature de la clause contractuelle permettant de déclencher les remboursements anticipés
AGMT;AG;ECONMC_OPRTR_CD;Agent économique;Rubrique définissant le type de métier
AGMT;AG;EFF_INT_RATE;Taux d'Intérêt Effectif;TIE au sens IFRS
AGMT;AG;ENT_SEGMT_CD;Sous entité;Segmentation des entités en filières ALM, Trésorerie, Back to Back et autres
AGMT;AG;EXTR_AGMT_ID;Référence externe du contrat;Identifiant unique du contrat dans le SI de gestion local de lentité gérant le contrat dans les cas de sous-traitance et dont le flux est fourni par l'entité déclarante
AGMT;AG;FINC_APLCTN_CD;Application Finance;Code de l'application émettrice spécifique à PALMA
AGMT;AG;FIXG_NXT_DT;Prochaine date de  fixing de l'index;"Cette rubrique est à renseigner pour les prêts dont le taux est indexé. 
Lorsque le prêt est sur la dernière période, cette date n'est pas à renseigner."
AGMT;AG;GLOBL_EFF_INT_RATE;Taux Effectif Global;rates Effectif Global
AGMT;AG;IFRS9_ACCNTG_CLASFCN_CD;Classification comptable norme IFRS9;Classification comptable en norme IFRS9
AGMT;AG;INIT_AGMT_SIGND_DT;Date de signature du contrat initial;Date de signature du contrat initial
AGMT;AG;INIT_AMRTZN_METH_CD;Type d'amortissement en début de contrat;Non renseigné
AGMT;AG;INIT_CAP_RATE;Taux plafond en début de contrat;Non renseigné
AGMT;AG;INIT_CPTL_AMRTZN_PERIODCITY_CD;Périodicité d'amortissement en début de contrat;Non renseigné
AGMT;AG;INIT_CUST_RATE;Taux client en début de contrat;Non renseigné
AGMT;AG;INIT_DURTN_NUM;Durée initiale du contrat en mois;Exprimée en nombre de mois, correspond à la durée du contrat  à la signature
AGMT;AG;INIT_FLOOR_RATE;Taux plancher en début de contrat;Non renseigné
AGMT;AG;INIT_INDX_CD;Index en début de contrat;Non renseigné
AGMT;AG;INIT_INDX_MATURTY_NUM;Maturité de l'index en début de contrat;Non renseigné
AGMT;AG;INIT_INT_CALCN_PERIODCITY_CD;Périodicité de calcul des intérêts en début de contrat;Non renseigné
AGMT;AG;INIT_PRE_POST_SET_IND;Indicateur Post/pré fixé en début de contrat;Non renseigné
AGMT;AG;INIT_RATE_RVW_PERIODCITY_CD;Périodicité de révision du taux en début de contrat;Non renseigné
AGMT;AG;INIT_RATE_TYPE_CD;Nature de taux en début de contrat;Non renseigné
AGMT;AG;INTRAGRP_IND;Type d'opération;Permet d'identifier les opérations internes
AGMT;AG;INTRAGRP_LVL_CD;Niveau d'intragroupe;Non renseigné
AGMT;AG;INTRAGRP_ROLE_CD;Rôle d'intragroupe;Rôle d'intragroupe
AGMT;AG;INT_CALCN_CNVTN_DY_CD;Convention de jour de calcul des intérêts;Non renseigné
AGMT;AG;INT_CALCN_METH_CD;Mode de calcul des intérêts;Indique si les intérêts sont calculés avant ou après la période d'intérêt
AGMT;AG;INT_CPTLZN_NXT_DT;Prochaine date de paiement/capitalisation des intérêts;Date à laquelle le prochain paiement ou la prochaine capitalisation d'intérêts aura lieu
AGMT;AG;INT_CPTLZN_RATE;Pourcentage de capitalisation des intérêts;Pourcentage des intérêts capitalisés après prise en compte de la fiscalité
AGMT;AG;INT_PMT_CNVTN_DY_CD;Convention de jour de paiement des intérêts;Convention de jour de paiement des intérêts
AGMT;AG;INT_PMT_MODALITY_CD;Modalité de paiement des intérêts;Indique si les intérêts sont payés ou capitalisés
AGMT;AG;JURIS_CTRY_CD;Pays de juridiction du contrat;Code du pays de juridiction du contrat
AGMT;AG;LEGL_PRPTY_IND;Propriété juridique de Casa;Non renseigné
AGMT;AG;LENDG_LEG_FIXG_LAST_DT;Date dernier fixing - Jambe prêt.;Non renseigné
AGMT;AG;LENDG_LEG_FIXG_NXT_DT;Prochaine date de fixing - Jambe prêteuse;Non renseigné
AGMT;AG;LENDG_LEG_INT_CALCN_CNVTN_DY_CD;Convention jour de calcul intérêts - Jambe prêt.;Non renseigné
AGMT;AG;LENDG_LEG_INT_CPTLZN_NXT_DT;Prochaine date Paiement/capitalisation Intérêts - Jambe prêt.;Non renseigné
AGMT;AG;LENDG_LEG_INT_PMT_CNVTN_DY_CD;Convention jour de paiement intérêts - Jambe prêt.;Non renseigné
AGMT;AG;LENDG_LEG_INT_PMT_MODALITY_CD;Modalité de paiement des intérêts - Jambe prêt.;Non renseigné
AGMT;AG;LENDG_LEG_NMNL_RATE;Taux nominal - Jambe prêteuse;Non renseigné
AGMT;AG;LENDG_LEG_NXT_PRD_RATE_INDX_VAL;Valeur index prochaine période - Jambe prêt.;Non renseigné
AGMT;AG;LGD_IFRS9_METHDGY_CD;Méthode ifrs9 - LGD;Clé d'appariemment avec les courbes de LGD du référentiel ifrs9
AGMT;AG;LOCL_ACCNTG_CLASFCN_CD;Classification comptable norme locale;Classification comptable en norme locale
AGMT;AG;LOCL_PROD_CD;Produit (référence filiale);Permet d'identifier le produit dans la filiale gestionnaire (plus particulièrement chez CA-Titres)
AGMT;AG;NARROW_SENSE_EFF_INT_RATE;Rates effectif au sens étroit;"Le TESE est défini comme étant le Rates d'intérêt, annualisé, qui égalise le montant initial de l'opération avec la valeur actuelle de l'ensemble des engagements autres que les charges (dépôts ou crédits, versements ou remboursements, versements d'intérêt), existants ou futurs, pris par les agents déclarants et le ménage ou la société non financière.
La seule différence entre le TESE et le Rates contractuel annualisé est la méthode de base adoptée pour annualiser les versements d'intérêts. Le calcul du TESE fait appel à des itérations successives et peut donc s'appliquer à tout type de dépôt ou de crédit, tandis que celui du Rates contractuel annualisé s'appuie sur la formule algébrique définie au point 2 et ne s'applique par conséquent qu'aux seuls dépôts et crédits dont les versements d'intérêts sont régulièrement capitalisés."
AGMT;AG;NMNL_RATE;Taux nominal;Taux du contrat à la Date d'arrêté
AGMT;AG;NON_EXPRD_COUPN_DUE_INT_OPRTN_NATR_CD;Nature opération intérêts dûs - coupons non échus;Correspond à la classification des intérêts selon la nomenclature Groupe CA NATO commune aux Risques et à la Comptabilité.
AGMT;AG;NON_POSTNG_MGR_ENT_ID;Entité gestionnaire non déclarante;Correspond au code consolidation comptable de l'Entité gérant le contrat dans les cas de sous-traitance et lorsque le flux est fourni par l'entité déclarante (porteuse du risque)
AGMT;AG;NXT_PRD_RATE_INDX_VAL;Valeur index prochaine période;Valeur de l'index de référence qui servira au calcul du taux de la période suivant la période en cours. Elle peut être renseignée pour un crédit dont le mode d'utilisation de l'index est post fixé si elle est connue à la date d'arrêté.
AGMT;AG;ORD_NUM;Numéro d'ordre;"Rubrique permettant d'identifier le numéro de l'opération en cas de sous produits  composant un même Contract (PEP feuillet/feuillet; DAT)
Numéro d'ordre for les DAT."
AGMT;AG;ORIGNL_EFF_INT_RATE;Taux d' intérêt effectif à l'origine;Non renseigné
AGMT;AG;ORIGNL_MATURTY_DT;Date initale échéance contrat;"Date contractuelle d'échéance du contrat
Il peut s'agir, par exemple, de la date limite de remboursement des tirages réalisés ou de la date de fin d'effet de la sûreté"
AGMT;AG;PD_IFRS9_METHDGY_CD;Méthode ifrs9 - PD;Clé d'appariemment avec les courbes de PD du référentiel ifrs9
AGMT;AG;PD_INT_CALCN_BSS_CD;Base de calcul des intérêts payés;Base de calcul des intérêts payés
AGMT;AG;PD_RATE_MRGN_RATE;Marge du taux payé;"Exprimée en pourcentage.
Marge du taux payé sur l'opération de dérivé"
AGMT;AG;PD_RATE_PMT_FRQCY_CD;Fréquence de paiement du taux payé;Fréquence à laquelle les intérêts sont payés (/calculés)
AGMT;AG;POOLG_CRITRA_VAL;Valeur critères agrégation;Ce champ permet de remonter les critères complémentaires d'agrégation
AGMT;AG;PRCH_INTNT_CD;Intention gestion;Classification de l'opération dans le Portefeuille Bancaire (Banking) ou Négociation (Trading) selon les normes Bâle.
AGMT;AG;PREPMT_RATE_IFRS9_METHDGY_CD;Méthode ifrs9 - Taux remboursement anticipé;Clé d'appariemment avec les courbes de taux de remboursement anticipé du référentiel ifrs9
AGMT;AG;PROD_LN_CD;Ligne produit;Code Ligne de Produit dans la codification locale
AGMT;AG;PRTNR_CD;Partenaire de consolidation;Code entité (de conso) du tiers
AGMT;AG;PRVSNG_ELGBLY_IND;Indicateur éligibilité OMP;Permet dexclure le deal du traitement OMP ou de l'intégrer avec ou sans calculs : Plusieurs cas 
AGMT;AG;RECVD_INT_CALCN_BSS_CD;Base de calcul des intérêts reçus;Base de calcul des intérêts reçus
AGMT;AG;RECVD_RATE_MRGN_RATE;Marge du taux reçu;"Exprimée en pourcentage.
Marge du taux reçu sur l'opération de dérivé"
AGMT;AG;RECVD_RATE_PMT_FRQCY_CD;Fréquence de paiement du taux reçu;Fréquence à laquelle les intérêts sont reçus (/calculés)
AGMT;AG;REFIXG_THRSH_RATE;Seuil de refixing;Pourcentage de variation de l'index à partir duquel il sera revu conformément aux caractéristiques du contract.
AGMT;AG;REF_ACCNTG_CLASFCN_CD;Classification comptable actifs normes IAS;Classification comptable des actifs en Normes IAS
AGMT;AG;RLEAS_STGE_INT_PMT_MODALITY_CD;Modalité de paiement intérêts en phase de déblocage;Indique si les intérêts sont payés directement ou ajoutés au capital lors de la phase de déblocage
AGMT;AG;RMNG_PRD_NUM;Durée restant à courir en jours;Durée restant à courir en jours
AGMT;AG;RNEW_AGMT_OPN_DT;Date début engagement renouvelé;Date de début  de validité de la ligne dautorisation quand elle est renouvelée
AGMT;AG;RPMT_PRCH_DT;Date de remboursement / Date de vente;Date de remboursement ou date de vente. Date de fin de contrat réelle.
AGMT;AG;RSULT_DVISN_CD;Code centre résultat;"Zone exploitée uniquement par les entités déclarant les risques portés par Crédit Agricole S.A.
Numéro du Centre de Responsabilité comptable (CRC) sur 2 caractères. Décomposition comptable du Siège en Activités (comptabilités auxiliaires). Permet de gérer les opérations pour compte propre CAsa."
AGMT;AG;SCHD_NB;Nombre d'échéances;Indique le nombre d'échéanciers
AGMT;AG;SCHD_PRVDD_IND;Indicateur échéancier fourni;"Indicateur échéancier explicite fourni; les caractéristiques permettant de reconstituer léchéancier sont dans ce cas facultatif"
AGMT;AG;SCHD_STGE_PRVDD_IND;Indicateur palier fourni;"Indicateur permettant d'indiquer que les données nécessaires au calcul de l'échéancier à date sont reportées dans l'objet PALIER (ou autre objet 'technique').
les caractéristiques permettant de reconstituer léchéancier sont dans ce cas facultatif"
AGMT;AG;STGE_CD;Phase à la Date d'arrêté;Indique la phase dans laquelle se trouve le contrat à la Date d'arrêté
AGMT;AG;TERM_PROD_CD;Indicateur Produit Échéancé;Indicateur produit échéancé
AGMT;AG;THIRD_PRTY_CNTRCTUAL_RCOGTN_IND;Reconnaissance de la clause de bail-in;Reconnaissance de la clause contractuelle de bail-in dans la configuration où le contrat de l'instrument est libellé dans le droit d'un pays tiers (Oui / Non)
AGMT;AG;TMTBL_NB;Nombre d'échéanciers;Non renseigné
AGMT;AG;VAL_DT;Date valeur;Date de valeur
AGMT;AG;ZERO_PMT_DT;Date d'échéance zéro;Date de début d'amortissement (date de la première échéance moins une périodicité de révision), elle s'obtient également en soustrayant de la date de dernière échéance la durée théorique du contrat. Elle correspond au point de départ de la durée théorique du contrat.
AGMT_FINC_TYPE_MTRC;FIN;ANNUAL_GRS_YLD_MATURTY_RATE;Taux de Rendement Actuariel Annuel Brut;rates de Rendement Actuariel Annuel Brut
AGMT_FINC_TYPE_MTRC;FIN;CAP_COST_RATE;MCI;Correspond à la valeur du coût du cap
AGMT_FINC_TYPE_MTRC;FIN;GRS_YLD_MATURTY_RATE;TRAB;"Rates de Rendement Actuariel Brut. 
Ce Rates évalue la charge actuarielle réelle compte tenu des remboursements anticipés. Il est utilisé dans le cadre du calcul de la provision pour risques et charges"
AGMT_FINC_TYPE_MTRC;FIN;INIT_OPTN_AMT;Coût de l'option en début de contrat;Non renseigné
AGMT_FINC_TYPE_MTRC;FIN;INIT_OPTN_AMT_CURY_CD;Devise du montant initial de l'option;Non renseigné
AGMT_FINC_TYPE_MTRC;FIN;INIT_OPTN_EURO_AMT;Coût de l'option en début de contrat (euro);Non renseigné
AGMT_FINC_TYPE_MTRC;FIN;INTRNL_TFRT_PRC_BAL_SHET_RATE;TCI Composante Bilantielle;Non renseigné
AGMT_FINC_TYPE_MTRC;FIN;INTRNL_TFRT_PRC_BASE_RISK_COMPT_RATE;TCI Composante Risque de base;Non renseigné
AGMT_FINC_TYPE_MTRC;FIN;INTRNL_TFRT_PRC_LQDTY_COMPT_RATE;TCI Composante Liquidité;Non renseigné
AGMT_FINC_TYPE_MTRC;FIN;INTRNL_TFRT_PRC_OPTL_COMPT_RATE;TCI Composante Optionnelle;Non renseigné
AGMT_FINC_TYPE_MTRC;FIN;INTRNL_TFRT_PRC_RATE;TCI;Valeur du TCI
AGMT_FINC_TYPE_MTRC;FIN;INTRNL_TFRT_PRC_RATE_COMPT_RATE;TCI Composante Taux;Non renseigné
AGMT_FINC_TYPE_MTRC;FIN;INTRNL_TFRT_PRC_SLS_MNTRG_COMPT_RATE;TCI  Composante Pilotage Commerciale;Non renseigné
AGMT_FINC_TYPE_MTRC;FIN;LOCL_INTRNL_TFRT_PRC_RATE;TCI régional;Valeur du TCI si ce dernier est valorisé au niveau régional
AGMT_FINC_TYPE_MTRC;FIN;ONGOING_ADVNC_RATE;Rates d'avance en cours;"Avant janvier 2004, pour les prêts sur avance, cest le Rates des avances traditionnelles (prêts par prêts). Depuis janvier 2004, il a été remplacé par un Rates théorique initial (TATI)
Le TATi (Rates de lAvance Théorique Initial) est exprimé en Rates proportionnel (la périodicité de lavance correspondante, dépendant de la périodicité de paiement des intérêts)"
AGMT_FINC_TYPE_MTRC;FIN;OPTN_AMT;Coût de l'option;Marge ajoutée à l'index sur le palier en cours pour obtenir le taux de cession interne au contrat lorsque le taux est révisable capé
AGMT_FINC_TYPE_MTRC;FIN;OPTN_AMT_CURY_CD;Devise du montant de l'option;Non renseigné
AGMT_FINC_TYPE_MTRC;FIN;OPTN_EURO_AMT;Coût de l'option (euro);Marge ajoutée à lindex sur le palier en cours pour obtenir le taux de cession interne au contrat lorsque le taux est révisable capé
AGMT_FINC_TYPE_MTRC;FIN;THEORICAL_ACTUARIAL_COMRCL_MRGN_RATE;Marge commerciale théorique actuarielle;"Différence entre le Rates actuariel du prêt et le Rates actuariel davance globale théorique initial (TATI actuariel).
Comme pour le TATI proportionnel, le contenu de cette rubrique sera véhiculé dans les retours AR après avoir été calculé par Crédit Agricole S.A."
AGMT_RISK_MTRC;#N/A;CAD_ADDON_AMT;Montant Add-on CAD;Montant Add-on CAD
AGMT_RISK_MTRC;#N/A;CAD_ADDON_AMT_CURY_CD;Devise montant add-on CAD;Devise montant add-on CAD
AGMT_RISK_MTRC;#N/A;CAD_ADDON_EURO_AMT;Montant Add-on CAD (euro);Montant Add-on CAD
AGMT_RISK_MTRC;#N/A;CR_CNVRSN_RATE;Taux CCF;Crédit conversation factor
AGMT_RISK_MTRC;#N/A;CR_VALUT_ADJSTMT_AMT;Montant CVA comptable;Montant CVA comptable
AGMT_RISK_MTRC;#N/A;CR_VALUT_ADJSTMT_AMT_CURY_CD;Devise CVA comptable;Devise de la CVA comptable
AGMT_RISK_MTRC;#N/A;CR_VALUT_ADJSTMT_EURO_AMT;Montant CVA comptable (euro);Montant Credit Valuation Adjustment CVA comptable (euro)
AGMT_RISK_MTRC;#N/A;EXPCTD_LOSS_BEST_EST_RATE;Expected Loss Best Estimate (en %);"Exprimée en pourcentage.
A renseigner uniquement pour l'affacturage en IRB A"
AGMT_RISK_MTRC;#N/A;EXPSR_AT_DFLT_AMT;Montant EAD;Montant d'exposition au défaut
AGMT_RISK_MTRC;#N/A;EXPSR_AT_DFLT_CURY_CD;Devise EAD;Devise de l'EAD
AGMT_RISK_MTRC;#N/A;EXPSR_AT_DFLT_EURO_AMT;Montant EAD (euro);Non renseigné
AGMT_RISK_MTRC;#N/A;FLUC_RISK_ANLTCL_MODL_ID;Modèle assiette interne risque variation;Permet d'identifier le modèle interne utilisé en local pour calculer le risque interne de variation
AGMT_RISK_MTRC;#N/A;FLUC_RISK_INTRNL_BASE_AMT;Montant assiette interne risque variation;Montant de lassiette interne du risque de variation
AGMT_RISK_MTRC;#N/A;FLUC_RISK_INTRNL_BASE_AMT_CURY_CD;Devise assiette interne du risque de variation;Devise de lassiette interne du risque de variation
AGMT_RISK_MTRC;#N/A;FLUC_RISK_INTRNL_BASE_EURO_AMT;Montant Assiette interne du risque de variation (euro);Non renseigné
AGMT_RISK_MTRC;#N/A;IMM_EAD_AMT;Montant EAD IMM;Montant EAD IMM
AGMT_RISK_MTRC;#N/A;IMM_EAD_AMT_CURY_CD;Devise montant EAD IMM;Devise montant EAD IMM
AGMT_RISK_MTRC;#N/A;IMM_EAD_EURO_AMT;Montant EAD IMM (euro);Non renseigné
AGMT_RISK_MTRC;#N/A;IMM_EFF_MATURTY_VAL;Maturité effective méthode IMM;Maturité effective méthode IMM
AGMT_RISK_MTRC;#N/A;LOCL_CALCD_RGLTRY_BASE_AMT;Montant assiette réglementaire calculée en local;Montant de lassiette réglementaire calculée en local
AGMT_RISK_MTRC;#N/A;LOCL_CALCD_RGLTRY_BASE_AMT_CURY_CD;Devise montant assiette réglementaire calculée en local;Devise du montant de lassiette réglementaire calculée en local
AGMT_RISK_MTRC;#N/A;LOCL_CALCD_RGLTRY_BASE_EURO_AMT;Montant Assiette réglementaire calculée en local (euro);Non renseigné
AGMT_RISK_MTRC;#N/A;LOSS_GVN_DFLT_RATE;LGD;Taux de perte en cas de défaut
AGMT_RISK_MTRC;#N/A;RISK_WT_RATE;Taux RW;Pondération baloise engagement
AGMT_RISK_MTRC;#N/A;STRSSED_IMM_EAD_AMT;Montant EAD IMM Stressé;Montant EAD IMM Stressé
AGMT_RISK_MTRC;#N/A;STRSSED_IMM_EAD_AMT_CURY_CD;Devise montant EAD IMM Stressé;Devise montant EAD IMM Stressé
AGMT_RISK_MTRC;#N/A;STRSSED_IMM_EAD_EURO_AMT;Montant EAD IMM Stressé (euro);montant EAD IMM Stressé (LC.0005)
AGMT_RISK_MTRC;#N/A;STRSSED_IMM_EFF_MATURTY_VAL;Maturité effective stressée en méthode IMM;Maturité effective stressée méthode IMM
CR_AGMT;CRA;A3C_IND;Top A3C;Non renseigné
CR_AGMT;CRA;ANNUAL_BONIFICATION_RATE;Bonification du Rates annuel du prêt;Bonification de Rates par les pouvoirs pubilcs pour creations types de prêts
CR_AGMT;CRA;BONIFICATION_RATE;Rates de la bonification;Rates de bonification des crédits bonifiés représente un Rates ou une marge
CR_AGMT;CRA;BSL_II_FUNDS_USE_CD;Destination de financement Bâle 2;Cette rubrique pourrait permettre de dériver le « code marché » pour ventiler les encours de production nouvelle, et non natif dans les SI remettants. Cette notion est disponible dans lapplication Arcade géré par les risques.
CR_AGMT;CRA;CENTRL_BNK_ELGBLY_IND;Eligibilité banque centrale;Indique si le  prêt peut être mobilisé auprès de la banque centrale à la date d'arrêté
CR_AGMT;CRA;CLTRLZD_UCITS_NATR_CD;Nature OPCVM garanti;Permet de déterminer le CCF des protections données aux OPCVM en central
CR_AGMT;CRA;CLTRL_LMT_USE_IND;Indicateur plafond utilisation sûreté;Indicateur permettant d'identifier la couverture requise
CR_AGMT;CRA;CNTPTY_QTY;Quantité contrepartie;Nombre de contreparties constituant lengagement agrégé
CR_AGMT;CRA;CPRMSD_DBTFL_STRT_DT;Date passage douteux compromis;Date de passage en douteux compromis
